,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV,CAT.MEDV,,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV,CAT.MEDV
,0.22212,0,10.01,0,0.547,6.092,95.4,2.548,6,432,17.8,17.09,18.7,0,,0.00242554,0,0.350073314,0,0.333333333,0.484958804,0.952626159,0.128981804,0.217391304,0.467557252,0.553191489,0.42384106,0.304444444,0
,0.14231,0,10.01,0,0.547,6.254,84.2,2.2565,6,432,17.8,10.45,18.5,0,,0.001528495,0,0.350073314,0,0.333333333,0.515999234,0.837281153,0.102474334,0.217391304,0.467557252,0.553191489,0.240618102,0.3,0
,0.17134,0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,15.76,18.3,0,,0.001854785,0,0.350073314,0,0.333333333,0.45353516,0.878475798,0.121261446,0.217391304,0.467557252,0.553191489,0.38714128,0.295555556,0
,0.13158,0,10.01,0,0.547,6.176,72.5,2.7301,6,432,17.8,12.04,21.2,0,,0.001407892,0,0.350073314,0,0.333333333,0.501053842,0.716786818,0.145541016,0.217391304,0.467557252,0.553191489,0.284492274,0.36,0
,0.15098,0,10.01,0,0.547,6.021,82.6,2.7474,6,432,17.8,10.3,19.2,0,,0.001625944,0,0.350073314,0,0.333333333,0.471354666,0.820803296,0.147114187,0.217391304,0.467557252,0.553191489,0.236479029,0.315555556,0
,0.13058,0,10.01,0,0.547,5.872,73.1,2.4775,6,432,17.8,15.37,20.4,0,,0.001396652,0,0.350073314,0,0.333333333,0.442805135,0.722966014,0.122570906,0.217391304,0.467557252,0.553191489,0.376379691,0.342222222,0
,0.14476,0,10.01,0,0.547,5.731,65.2,2.7592,6,432,17.8,13.61,19.3,0,,0.001556032,0,0.350073314,0,0.333333333,0.415788465,0.641606591,0.148187216,0.217391304,0.467557252,0.553191489,0.32781457,0.317777778,0
,0.06899,0,25.65,0,0.581,5.87,69.7,2.2577,2,188,19.1,14.37,22,0,,0.000704396,0,0.923387097,0,0.403292181,0.44242192,0.687950566,0.102583455,0.043478261,0.001908397,0.691489362,0.348785872,0.377777778,0
,0.07165,0,25.65,0,0.581,6.004,84.1,2.1974,2,188,19.1,14.27,20.3,0,,0.000734293,0,0.923387097,0,0.403292181,0.468097337,0.836251287,0.097100092,0.043478261,0.001908397,0.691489362,0.34602649,0.34,0
,0.09299,0,25.65,0,0.581,5.961,92.9,2.0869,2,188,19.1,17.93,20.5,0,,0.00097415,0,0.923387097,0,0.403292181,0.45985821,0.926879506,0.087051806,0.043478261,0.001908397,0.691489362,0.447019868,0.344444444,0
,0.15038,0,25.65,0,0.581,5.856,97,1.9444,2,188,19.1,25.41,17.3,0,,0.0016192,0,0.923387097,0,0.403292181,0.439739414,0.969104016,0.074093608,0.043478261,0.001908397,0.691489362,0.653421634,0.273333333,0
,0.09849,0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,17.58,18.8,0,,0.001035969,0,0.923387097,0,0.403292181,0.444146388,0.956745623,0.079722467,0.043478261,0.001908397,0.691489362,0.437362031,0.306666667,0
,0.16902,0,25.65,0,0.581,5.986,88.4,1.9929,2,188,19.1,14.81,21.4,0,,0.001828709,0,0.923387097,0,0.403292181,0.4646484,0.88053553,0.078503942,0.043478261,0.001908397,0.691489362,0.360927152,0.364444444,0
,0.38735,0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,27.26,15.7,0,,0.004282685,0,0.923387097,0,0.403292181,0.39317877,0.954685891,0.057070629,0.043478261,0.001908397,0.691489362,0.704470199,0.237777778,0
,0.25915,0,21.89,0,0.624,5.693,96,1.7883,4,437,21.2,17.19,16.2,0,,0.002841748,0,0.785557185,0,0.491769547,0.408507377,0.958805355,0.059898699,0.130434783,0.477099237,0.914893617,0.426600442,0.248888889,0
,0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,15.39,18,0,,0.003586719,0,0.785557185,0,0.491769547,0.549913777,0.987641607,0.062099319,0.130434783,0.477099237,0.914893617,0.376931567,0.288888889,0
,0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,4,437,21.2,18.34,14.3,0,,0.009834002,0,0.785557185,0,0.491769547,0.397777352,0.945417096,0.077321791,0.130434783,0.477099237,0.914893617,0.458333333,0.206666667,0
,0.34006,0,21.89,0,0.624,6.458,98.9,2.1185,4,437,21.2,12.6,19.2,0,,0.003751157,0,0.785557185,0,0.491769547,0.555087181,0.988671473,0.089925343,0.130434783,0.477099237,0.914893617,0.299944812,0.315555556,0
,1.19294,0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,12.26,19.6,0,,0.013337323,0,0.785557185,0,0.491769547,0.52979498,0.976313079,0.103792887,0.130434783,0.477099237,0.914893617,0.290562914,0.324444444,0
,0.59005,0,21.89,0,0.624,6.372,97.9,2.3274,4,437,21.2,11.12,23,0,,0.006560984,0,0.785557185,0,0.491769547,0.538608929,0.978372812,0.108921605,0.130434783,0.477099237,0.914893617,0.25910596,0.4,0
,0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,15.03,18.4,0,,0.003636062,0,0.785557185,0,0.491769547,0.433224756,0.952626159,0.121879802,0.130434783,0.477099237,0.914893617,0.366997792,0.297777778,0
,0.97617,0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,17.31,15.6,0,,0.01090088,0,0.785557185,0,0.491769547,0.420770263,0.983522142,0.110612991,0.130434783,0.477099237,0.914893617,0.4299117,0.235555556,0
,0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,16.96,18.1,0,,0.006198277,0,0.785557185,0,0.491769547,0.531519448,0.98146241,0.089216052,0.130434783,0.477099237,0.914893617,0.420253863,0.291111111,0
,0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,16.9,17.4,0,,0.003555361,0,0.785557185,0,0.491769547,0.456217666,0.933058702,0.076139639,0.130434783,0.477099237,0.914893617,0.418598234,0.275555556,0
,0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,14.59,17.1,0,,0.003889069,0,0.785557185,0,0.491769547,0.554320751,0.983522142,0.065491184,0.130434783,0.477099237,0.914893617,0.354856512,0.268888889,0
,0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,21.32,13.3,0,,0.002736656,0,0.785557185,0,0.491769547,0.439931021,0.98146241,0.049013813,0.130434783,0.477099237,0.914893617,0.540562914,0.184444444,0
,0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,18.46,17.8,0,,0.006049238,0,0.785557185,0,0.491769547,0.496263652,0.978372812,0.049022906,0.130434783,0.477099237,0.914893617,0.461644592,0.284444444,0
,0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,24.16,14,0,,0.003198611,0,0.785557185,0,0.491769547,0.500670627,0.934088568,0.043857814,0.130434783,0.477099237,0.914893617,0.61892936,0.2,0
,1.62864,0,21.89,0,0.624,5.019,100,1.4394,4,437,21.2,34.41,14.4,0,,0.018234486,0,0.785557185,0,0.491769547,0.279363863,1,0.028171576,0.130434783,0.477099237,0.914893617,0.901766004,0.208888889,0
,3.32105,0,19.58,1,0.871,5.403,100,1.3216,5,403,14.7,26.82,13.4,0,,0.037256766,0,0.700879765,1,1,0.352941176,1,0.017459466,0.173913043,0.41221374,0.223404255,0.692328918,0.186666667,0
,4.0974,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,26.42,15.6,0,,0.045982753,0,0.700879765,0,1,0.36539567,1,0.025661777,0.173913043,0.41221374,0.223404255,0.681291391,0.235555556,0
,2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,5,403,14.7,29.29,11.8,0,,0.031172572,0,0.700879765,0,1,0.257137383,0.977342945,0.019669179,0.173913043,0.41221374,0.223404255,0.760485651,0.151111111,0
,2.37934,0,19.58,0,0.871,6.13,100,1.4191,5,403,14.7,27.8,13.8,0,,0.026672173,0,0.700879765,0,1,0.492239893,1,0.026325601,0.173913043,0.41221374,0.223404255,0.719370861,0.195555556,0
,2.15505,0,19.58,0,0.871,5.628,100,1.5166,5,403,14.7,16.65,15.6,0,,0.024151207,0,0.700879765,0,1,0.396052884,1,0.035191736,0.173913043,0.41221374,0.223404255,0.411699779,0.235555556,0
,2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,29.53,14.6,0,,0.026551682,0,0.700879765,0,1,0.261544357,0.955715757,0.030117579,0.173913043,0.41221374,0.223404255,0.767108168,0.213333333,0
,2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,28.32,17.8,0,,0.02612873,0,0.700879765,0,1,0.31136233,0.936148301,0.036373887,0.173913043,0.41221374,0.223404255,0.733719647,0.284444444,0
,2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,21.45,15.4,0,,0.030658128,0,0.700879765,0,1,0.390113048,0.947476828,0.036019242,0.173913043,0.41221374,0.223404255,0.54415011,0.231111111,0
,1.6566,0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,14.1,21.5,0,,0.018548749,0,0.700879765,0,1,0.490707032,0.972193615,0.044412516,0.173913043,0.41221374,0.223404255,0.341335541,0.366666667,0
,1.49632,0,19.58,0,0.871,5.404,100,1.5916,5,403,14.7,13.28,19.6,0,,0.016747241,0,0.700879765,0,1,0.353132784,1,0.04201184,0.173913043,0.41221374,0.223404255,0.318708609,0.324444444,0
,1.12658,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,12.12,15.3,0,,0.012591452,0,0.700879765,1,1,0.27802261,0.876416066,0.043703225,0.173913043,0.41221374,0.223404255,0.286699779,0.228888889,0
,2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,15.79,19.4,0,,0.02408523,0,0.700879765,0,1,0.411573098,0.984552008,0.044885377,0.173913043,0.41221374,0.223404255,0.387969095,0.32,0
,1.41385,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,15.12,17,0,,0.015820298,0,0.700879765,1,1,0.492048285,0.958805355,0.056361338,0.173913043,0.41221374,0.223404255,0.369481236,0.266666667,0
,3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,15.02,15.6,0,,0.039661625,0,0.700879765,1,1,0.49645526,0.820803296,0.056006693,0.173913043,0.41221374,0.223404255,0.366721854,0.235555556,0
,2.44668,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,16.14,13.1,0,,0.027429058,0,0.700879765,0,1,0.327840582,0.938208033,0.055179187,0.173913043,0.41221374,0.223404255,0.397626932,0.18,0
,1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,4.59,41.3,1,,0.013681709,0,0.700879765,0,0.452674897,0.648016861,0.973223481,0.067991889,0.173913043,0.41221374,0.223404255,0.078918322,0.806666667,1
,1.34284,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,6.43,24.3,0,,0.015022163,0,0.700879765,0,0.452674897,0.479977007,1,0.057079722,0.173913043,0.41221374,0.223404255,0.129690949,0.428888889,0
,1.42502,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,7.39,23.3,0,,0.015945846,0,0.700879765,0,1,0.565050776,1,0.057861761,0.173913043,0.41221374,0.223404255,0.156181015,0.406666667,0
,1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,5.5,27,0,,0.014242348,0,0.700879765,1,0.452674897,0.515232803,0.923789907,0.060817139,0.173913043,0.41221374,0.223404255,0.104028698,0.488888889,0
,1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,1.73,50,1,,0.016376778,0,0.700879765,0,0.452674897,0.752634604,0.905252317,0.076503378,0.173913043,0.41221374,0.223404255,0,1,1
,1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,1.92,50,1,,0.020540097,0,0.700879765,1,0.452674897,0.812607779,0.98146241,0.082850622,0.173913043,0.41221374,0.223404255,0.005242826,1,1
,1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,3.32,50,1,,0.017002383,0,0.700879765,1,0.452674897,0.922398927,0.937178167,0.093881003,0.173913043,0.41221374,0.223404255,0.043874172,1,1
,2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,11.64,22.7,0,,0.02513255,0,0.700879765,0,0.452674897,0.439356199,0.915550978,0.117524029,0.173913043,0.41221374,0.223404255,0.273454746,0.393333333,0
,2.924,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,9.81,25,0,,0.03279402,0,0.700879765,0,0.452674897,0.486683273,0.927909372,0.104920478,0.173913043,0.41221374,0.223404255,0.222958057,0.444444444,0
,2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,3.7,50,1,,0.022523016,0,0.700879765,0,0.452674897,0.836941943,0.960865088,0.083323482,0.173913043,0.41221374,0.223404255,0.054359823,1,1
,1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,12.14,23.8,0,,0.020163678,0,0.700879765,0,0.452674897,0.443763173,0.785787848,0.117878675,0.173913043,0.41221374,0.223404255,0.287251656,0.417777778,0
,2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,11.1,23.8,0,,0.025784906,0,0.700879765,0,0.452674897,0.528453727,0.959835221,0.08824305,0.173913043,0.41221374,0.223404255,0.258554084,0.417777778,0
,2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,11.32,22.3,0,,0.027461091,0,0.700879765,0,0.452674897,0.544357157,0.950566426,0.103019942,0.173913043,0.41221374,0.223404255,0.264624724,0.384444444,0
,1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,14.43,17.4,0,,0.013500074,0,0.700879765,0,0.452674897,0.443379958,0.94438723,0.117878675,0.173913043,0.41221374,0.223404255,0.350441501,0.275555556,0
,2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,12.03,19.1,0,,0.025936643,0,0.700879765,0,0.452674897,0.444337996,0.972193615,0.114495903,0.173913043,0.41221374,0.223404255,0.284216336,0.313333333,0
,0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,14.69,23.1,0,,0.001492865,0,0.13159824,0,0.257201646,0.385322859,0.881565396,0.133355764,0.173913043,0.208015267,0.425531915,0.357615894,0.402222222,0
,0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,9.04,23.6,0,,0.00096055,0,0.13159824,0,0.257201646,0.547039663,0.836251287,0.137920687,0.173913043,0.208015267,0.425531915,0.201710817,0.413333333,0
,0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,9.64,22.6,0,,0.000878387,0,0.13159824,0,0.257201646,0.440314236,0.677651905,0.142976657,0.173913043,0.208015267,0.425531915,0.218267108,0.391111111,0
,0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,5.33,29.4,0,,0.000677982,0,0.13159824,0,0.257201646,0.571948649,0.311019567,0.18211496,0.173913043,0.208015267,0.425531915,0.099337748,0.542222222,0
,0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,10.11,23.2,0,,0.000718221,0,0.13159824,0,0.257201646,0.471163058,0.45623069,0.220543971,0.173913043,0.208015267,0.425531915,0.231236203,0.404444444,0
,0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,6.29,24.6,0,,0.000538722,0,0.13159824,0,0.257201646,0.527687296,0.726055613,0.198956069,0.173913043,0.208015267,0.425531915,0.125827815,0.435555556,0
,0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,6.92,29.9,0,,0.00067551,0,0.13159824,0,0.257201646,0.632113432,0.736354274,0.162382126,0.173913043,0.208015267,0.425531915,0.143211921,0.553333333,0
,0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,5.04,37.2,1,,0.000578623,0,0.073313783,0,0.211934156,0.655106342,0.571575695,0.15453446,0.086956522,0.011450382,0.553191489,0.091335541,0.715555556,1
,0.06588,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,7.56,39.8,1,,0.00066944,0,0.073313783,0,0.211934156,0.805518299,0.828012358,0.146532205,0.086956522,0.011450382,0.553191489,0.160871965,0.773333333,1
,0.06888,0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,9.45,36.2,1,,0.000703159,0,0.073313783,0,0.211934156,0.494922399,0.610710608,0.133519446,0.086956522,0.011450382,0.553191489,0.213024283,0.693333333,1
,0.09103,0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,4.82,37.9,1,,0.00095212,0,0.073313783,0,0.211934156,0.68863767,0.919670443,0.142858442,0.086956522,0.011450382,0.553191489,0.085264901,0.731111111,1
,0.10008,0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,5.68,32.5,1,,0.00105384,0,0.073313783,0,0.211934156,0.575205978,0.954685891,0.156171285,0.086956522,0.011450382,0.553191489,0.108995585,0.611111111,1
,0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,13.98,26.4,0,,0.000862764,0,0.073313783,0,0.211934156,0.391454302,0.894953656,0.168983986,0.086956522,0.011450382,0.553191489,0.338024283,0.475555556,0
,0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,13.15,29.6,0,,0.000608633,0,0.073313783,0,0.211934156,0.496646867,0.678681771,0.195518737,0.086956522,0.011450382,0.553191489,0.315121413,0.546666667,0
,0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,4.45,50,1,,0.000558616,0,0.073313783,0,0.211934156,0.818164399,0.522142122,0.188198492,0.086956522,0.011450382,0.553191489,0.075055188,1,1
,0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,6.68,32,1,,0.000814096,0.45,0.109237537,0,0.106995885,0.61716804,0.393408857,0.241795415,0.173913043,0.402671756,0.276595745,0.136589404,0.6,1
,0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,4.56,29.8,0,,0.001342814,0.45,0.109237537,0,0.106995885,0.573864725,0.269824923,0.312551719,0.173913043,0.402671756,0.276595745,0.078090508,0.551111111,0
,0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,5.39,34.9,1,,0.000869733,0.45,0.109237537,0,0.106995885,0.694385898,0.370751802,0.312551719,0.173913043,0.402671756,0.276595745,0.100993377,0.664444444,1
,0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,5.1,37,1,,0.000948186,0.45,0.109237537,0,0.106995885,0.649549722,0.191555098,0.486518928,0.173913043,0.402671756,0.276595745,0.09299117,0.711111111,1
,0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,4.69,30.5,1,,0.000705744,0.45,0.109237537,0,0.106995885,0.608928914,0.287332647,0.486518928,0.173913043,0.402671756,0.276595745,0.081677704,0.566666667,1
,0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,2.87,36.4,1,,0.000902777,0.45,0.109237537,0,0.106995885,0.693044645,0.240988671,0.486518928,0.173913043,0.402671756,0.276595745,0.031456954,0.697777778,1
,0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,5.03,31.1,1,,0.000174778,0.6,0.090542522,0,0.032921811,0.620616976,0.072090628,0.462857714,0,0.148854962,0.319148936,0.091059603,0.58,1
,0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,4.38,29.1,0,,9.07049E-05,0.6,0.090542522,0,0.032921811,0.583061889,0.163748713,0.462857714,0,0.148854962,0.319148936,0.07312362,0.535555556,0
,0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,2.97,50,1,,8.41858E-05,0.8,0,0,0.076131687,0.826595133,0.29969104,0.410915804,0.130434783,0.129770992,0.191489362,0.034216336,1,1
,0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,4.08,33.3,1,,0.000379791,0.8,0.038856305,0,0.03909465,0.713929872,0.321318229,0.561921996,0.043478261,0.270992366,0,0.064845475,0.628888889,1
,0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,8.61,30.3,1,,0.000453412,0.8,0.038856305,0,0.03909465,0.679440506,0.347064882,0.561921996,0.043478261,0.270992366,0,0.189845475,0.562222222,1
,0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,6.62,34.6,1,,0.000352479,0.8,0.038856305,0,0.03909465,0.711438973,0.364572606,0.561921996,0.043478261,0.270992366,0,0.134933775,0.657777778,1
,0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,4.56,34.9,1,,0.000283017,0.95,0.03702346,0,0.037037037,0.654148304,0.127703399,0.593239913,0.086956522,0.410305344,0.468085106,0.078090508,0.664444444,1
,0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,4.45,32.9,1,,0.000128808,0.95,0.03702346,0,0.037037037,0.684805518,0.113285273,0.593239913,0.086956522,0.410305344,0.468085106,0.075055188,0.62,1
,0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,7.43,24.1,0,,0.000316174,0.825,0.05755132,0,0.061728395,0.498371336,0.365602472,0.467440824,0.043478261,0.307251908,0.223404255,0.157284768,0.424444444,0
,0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,3.11,42.3,1,,0.000173654,0.825,0.05755132,0,0.061728395,0.775819122,0.131822863,0.467440824,0.043478261,0.307251908,0.223404255,0.03807947,0.828888889,1
,0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,3.81,48.5,1,,0.00032348,0.95,0.081378299,0,0.06399177,0.822379766,0.312049434,0.362684029,0.130434783,0.070610687,0.223404255,0.057395143,0.966666667,1
,0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,2.88,50,1,,0.000154771,0.95,0.081378299,0,0.06399177,0.85706074,0.298661174,0.362684029,0.130434783,0.070610687,0.223404255,0.031732892,1,1
,0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,10.87,22.6,0,,0.001462293,0,0.371334311,0,0.21399177,0.446445679,0.199794027,0.256053979,0.130434783,0.171755725,0.638297872,0.252207506,0.391111111,0
,0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,10.97,24.4,0,,0.002510625,0,0.371334311,0,0.21399177,0.52979498,0.510813594,0.293291746,0.130434783,0.171755725,0.638297872,0.254966887,0.431111111,0
,0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,18.06,22.5,0,,0.002761272,0,0.371334311,0,0.21399177,0.42575206,0.71884655,0.293291746,0.130434783,0.171755725,0.638297872,0.450607064,0.388888889,0
,0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,14.66,24.4,0,,0.001456111,0,0.371334311,1,0.21399177,0.479593792,0.578784758,0.282770599,0.130434783,0.171755725,0.638297872,0.356788079,0.431111111,0
,0.43571,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,23.09,20,0,,0.00482624,0,0.371334311,1,0.21399177,0.341636329,1,0.249652175,0.130434783,0.171755725,0.638297872,0.589403974,0.333333333,0
,0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,17.27,21.7,0,,0.001889853,0,0.371334311,1,0.21399177,0.459666603,0.918640577,0.249843138,0.130434783,0.171755725,0.638297872,0.428807947,0.371111111,0
,0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,23.98,19.3,0,,0.004152641,0,0.371334311,1,0.21399177,0.353132784,0.882595263,0.230555884,0.130434783,0.171755725,0.638297872,0.613962472,0.317777778,0
,0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,16.03,22.4,0,,0.002370128,0,0.371334311,1,0.21399177,0.430350642,0.524201854,0.229428293,0.130434783,0.171755725,0.638297872,0.394591611,0.386666667,0
,0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,9.38,28.1,0,,0.001508376,0,0.371334311,0,0.21399177,0.539183752,0.302780639,0.256053979,0.130434783,0.171755725,0.638297872,0.211092715,0.513333333,0
,0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,29.55,23.7,0,,0.003183437,0,0.371334311,0,0.21399177,0.354665645,0.071060762,0.223508443,0.130434783,0.171755725,0.638297872,0.767660044,0.415555556,0
,0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,9.47,25,0,,0.002154662,0,0.371334311,0,0.21399177,0.502203487,0.406797116,0.256053979,0.130434783,0.171755725,0.638297872,0.213576159,0.444444444,0
,0.0456,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,13.51,23.3,0,,0.000441498,0,0.492302053,1,0.339506173,0.445870856,0.546858908,0.180278078,0.173913043,0.169847328,0.404255319,0.325055188,0.406666667,0
,0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,9.69,28.7,0,,0.000717209,0,0.492302053,0,0.339506173,0.590342978,0.846549949,0.208376906,0.173913043,0.169847328,0.404255319,0.219646799,0.526666667,0
,0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,17.92,21.5,0,,0.001173094,0,0.492302053,1,0.339506173,0.457942135,0.936148301,0.160017823,0.173913043,0.169847328,0.404255319,0.446743929,0.366666667,0
,0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,10.5,23,0,,0.001213107,0,0.492302053,1,0.339506173,0.538800537,0.921730175,0.20312088,0.173913043,0.169847328,0.404255319,0.241997792,0.4,0
,0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,9.71,26.7,0,,0.00395381,0,0.210410557,1,0.251028807,0.649549722,0.881565396,0.157508025,0.304347826,0.229007634,0.510638298,0.220198675,0.482222222,0
,0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,21.46,21.7,0,,0.004511527,0,0.210410557,1,0.251028807,0.498754551,0.910401648,0.174449163,0.304347826,0.229007634,0.510638298,0.544426049,0.371111111,0
,0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,9.93,27.5,0,,0.006937629,0,0.210410557,1,0.251028807,0.635753976,0.770339856,0.194827633,0.304347826,0.229007634,0.510638298,0.226269316,0.5,0
,0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,7.6,30.1,1,,0.006838045,0,0.210410557,0,0.251028807,0.585744395,0.802265705,0.194827633,0.304347826,0.229007634,0.510638298,0.161975717,0.557777778,1
,0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,4.14,44.8,1,,0.003473198,0,0.210410557,0,0.244855967,0.9015137,0.776519053,0.16048159,0.304347826,0.229007634,0.510638298,0.066501104,0.884444444,1
,0.52693,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,4.63,50,1,,0.005851531,0,0.210410557,0,0.244855967,0.989461583,0.82492276,0.16048159,0.304347826,0.229007634,0.510638298,0.080022075,1,1
,0.38214,0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,3.13,37.6,1,,0.004224126,0,0.210410557,0,0.244855967,0.858210385,0.860968074,0.189698915,0.304347826,0.229007634,0.510638298,0.038631347,0.724444444,1
,0.41238,0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,6.36,31.6,1,,0.004564016,0,0.210410557,0,0.244855967,0.690170531,0.79299691,0.189698915,0.304347826,0.229007634,0.510638298,0.127759382,0.591111111,1
